ms,s,p,v,dv0,dv1,dv2,dv3,sum
11067,11.067,0.95,4.37,0.96,0.61,0.27,0.85,2.69
11165,11.165,0.89,4.22,0.95,0.65,0.36,0.92,2.88
11264,11.264,-0.7,0.0,0.94,0.64,0.3,0.9,2.7800000000000002
11362,11.362,1.94,6.24,0.95,0.67,0.34,0.95,2.91
11460,11.46,-0.27,0.0,0.97,0.66,0.31,0.93,2.87
11558,11.558,0.43,2.92,0.99,0.64,0.33,0.91,2.87
11657,11.657,-3.68,0.0,0.89,0.63,0.36,0.94,2.82
11758,11.758,-2.19,0.0,0.88,0.59,0.35,0.96,2.78
11856,11.856,0.48,3.1,0.95,0.63,0.37,1.01,2.96
11956,11.956,0.43,2.92,0.91,0.6,0.36,1.0,2.87
12055,12.055,1.0,4.49,0.95,0.58,0.33,0.93,2.79
12154,12.154,1.12,4.74,0.97,0.63,0.38,0.93,2.91
12254,12.254,-1.55,0.0,0.95,0.66,0.32,0.91,2.84
12352,12.352,0.7,3.76,0.96,0.71,0.34,0.95,2.96
12451,12.451,-3.68,0.0,0.96,0.65,0.37,0.89,2.87
12550,12.55,1.53,5.54,0.98,0.65,0.3,0.89,2.82
12649,12.649,-1.77,0.0,0.91,0.64,0.39,0.94,2.88
12747,12.747,0.89,4.22,0.96,0.65,0.38,0.96,2.9499999999999997
12847,12.847,1.06,4.62,0.95,0.67,0.33,0.98,2.93
12946,12.946,-3.89,0.0,0.93,0.62,0.4,1.01,2.96
13044,13.044,2.46,7.03,0.92,0.59,0.33,0.95,2.79
13147,13.147,-1.55,0.0,0.9,0.58,0.36,0.94,2.78
13245,13.245,1.82,6.05,0.93,0.64,0.39,0.99,2.95
13344,13.344,0.48,3.1,0.94,0.63,0.31,0.93,2.81
13444,13.444,1.3,5.11,0.95,0.62,0.31,0.89,2.77
13543,13.543,1.35,5.22,0.96,0.65,0.34,0.89,2.84
13642,13.642,0.02,0.65,0.94,0.66,0.34,0.93,2.87
13742,13.742,-0.08,0.0,0.96,0.66,0.32,0.92,2.8600000000000003
13840,13.84,1.35,5.22,0.95,0.61,0.37,0.9,2.83
13939,13.939,2.05,6.42,0.98,0.63,0.29,0.87,2.77
14039,14.039,1.58,5.64,0.94,0.63,0.39,0.93,2.89
14138,14.138,2.11,6.52,0.95,0.65,0.34,0.92,2.8600000000000003
14237,14.237,2.11,6.52,0.95,0.69,0.34,0.96,2.94
14337,14.337,-1.13,0.0,0.98,0.66,0.34,0.95,2.93
14435,14.435,1.41,5.33,0.98,0.63,0.26,0.88,2.75
14537,14.537,0.95,4.37,0.94,0.63,0.29,0.91,2.77
14637,14.637,0.13,1.61,0.9,0.59,0.37,0.98,2.84
14736,14.736,2.69,7.35,0.92,0.63,0.38,0.95,2.88
14835,14.835,-2.4,0.0,0.97,0.65,0.31,0.96,2.89
14934,14.934,1.47,5.43,0.96,0.62,0.37,0.9,2.85
15033,15.033,1.82,6.05,0.97,0.66,0.37,0.94,2.94
15132,15.132,-1.77,0.0,0.87,0.65,0.35,0.93,2.8000000000000003
15232,15.232,2.75,7.43,0.93,0.66,0.4,0.97,2.96
15331,15.331,0.83,4.09,0.94,0.65,0.31,0.96,2.86
15430,15.43,-2.4,0.0,0.96,0.63,0.41,0.98,2.9799999999999995
15529,15.529,2.4,6.94,1.0,0.63,0.29,0.92,2.84
15629,15.629,-0.27,0.0,0.93,0.65,0.37,0.93,2.8800000000000003
15727,15.727,0.89,4.22,0.99,0.64,0.38,0.97,2.9799999999999995
15827,15.827,2.05,6.42,0.94,0.64,0.42,1.05,3.05
15930,15.93,1.35,5.22,0.95,0.65,0.35,1.03,2.9800000000000004
16029,16.029,0.13,1.61,0.98,0.6,0.37,1.02,2.97
16129,16.129,2.17,6.6,0.94,0.59,0.32,0.96,2.8099999999999996
16228,16.228,1.12,4.74,0.94,0.63,0.4,1.01,2.9799999999999995
16327,16.327,-2.62,0.0,0.91,0.65,0.37,1.0,2.93
16427,16.427,2.98,7.74,0.94,0.65,0.42,1.04,3.05
16526,16.526,2.11,6.52,0.95,0.64,0.36,1.04,2.9899999999999998
16625,16.625,2.17,6.6,0.93,0.58,0.41,0.99,2.91
16726,16.726,3.21,8.03,0.92,0.6,0.34,0.97,2.83
16825,16.825,-1.13,0.0,0.92,0.61,0.35,0.98,2.86
16923,16.923,1.58,5.64,0.94,0.67,0.39,1.02,3.02
17024,17.024,1.88,6.15,0.93,0.64,0.34,0.99,2.9000000000000004
17123,17.123,2.87,7.59,0.95,0.62,0.34,0.93,2.84
17222,17.222,2.52,7.11,0.94,0.64,0.37,0.96,2.91
17325,17.325,-4.1,0.0,0.93,0.63,0.35,0.93,2.8400000000000003
17423,17.423,2.23,6.69,0.96,0.67,0.39,1.0,3.02
17522,17.522,3.62,8.53,0.95,0.63,0.36,0.95,2.8899999999999997
17622,17.622,2.87,7.59,0.98,0.64,0.32,0.9,2.8400000000000003
17721,17.721,1.82,6.05,0.93,0.65,0.38,0.97,2.9299999999999997
17820,17.82,2.75,7.43,0.92,0.64,0.4,0.99,2.95
17920,17.92,0.83,4.09,0.92,0.64,0.33,1.0,2.89
18019,18.019,3.8,8.73,0.96,0.62,0.42,0.96,2.96
18118,18.118,2.28,6.77,0.97,0.66,0.35,0.94,2.92
18219,18.219,-3.25,0.0,0.91,0.65,0.34,0.95,2.85
18317,18.317,2.28,6.77,0.96,0.67,0.39,1.0,3.02
18416,18.416,0.89,4.22,0.93,0.63,0.4,0.98,2.94
18516,18.516,2.63,7.27,1.0,0.63,0.29,0.91,2.83
18616,18.616,0.6,3.46,0.93,0.64,0.36,0.96,2.89
18718,18.718,0.95,4.37,0.97,0.65,0.37,0.96,2.95
18818,18.818,1.3,5.11,0.94,0.65,0.37,0.98,2.94
18917,18.917,0.43,2.92,0.93,0.63,0.38,0.94,2.88
19016,19.016,2.17,6.6,0.99,0.63,0.31,0.94,2.87
19116,19.116,-0.7,0.0,0.91,0.63,0.36,0.95,2.8499999999999996
19214,19.214,2.05,6.42,0.96,0.66,0.38,1.0,3.0
19313,19.313,-0.27,0.0,0.91,0.6,0.4,0.96,2.87
19412,19.412,2.81,7.52,0.94,0.61,0.34,0.91,2.8
19512,19.512,-0.91,0.0,0.88,0.62,0.33,0.97,2.8
19610,19.61,1.18,4.87,0.93,0.64,0.37,1.01,2.95
19710,19.71,-1.77,0.0,0.93,0.64,0.36,1.01,2.9400000000000004
19809,19.809,1.88,6.15,1.02,0.63,0.29,0.91,2.85
19908,19.908,0.36,2.7,0.93,0.64,0.39,0.96,2.92
20011,20.011,-1.13,0.0,0.94,0.64,0.36,0.94,2.88
20109,20.109,1.7,5.84,0.95,0.7,0.34,1.0,2.99
20208,20.208,0.54,3.29,0.99,0.66,0.38,0.98,3.01
20308,20.308,1.76,5.95,0.99,0.67,0.29,0.93,2.8800000000000003
20408,20.408,-1.77,0.0,0.94,0.63,0.36,0.97,2.8999999999999995
20506,20.506,1.88,6.15,0.9,0.65,0.42,0.99,2.96
20606,20.606,-0.7,0.0,0.97,0.61,0.36,1.01,2.95
20705,20.705,-1.77,0.0,0.92,0.57,0.39,0.97,2.8499999999999996
20803,20.803,0.24,2.2,0.93,0.6,0.36,0.97,2.8600000000000003
20902,20.902,-4.27,0.0,0.9,0.63,0.37,1.0,2.9
21001,21.001,0.95,4.37,0.96,0.67,0.42,1.03,3.08
21100,21.1,0.77,3.92,0.93,0.64,0.36,1.0,2.93
21199,21.199,1.0,4.49,0.95,0.58,0.35,0.96,2.84
21299,21.299,2.17,6.6,0.93,0.59,0.31,0.92,2.75
21401,21.401,-4.27,0.0,0.93,0.58,0.36,0.94,2.81
21499,21.499,0.95,4.37,0.93,0.66,0.4,0.99,2.9800000000000004
21599,21.599,-1.77,0.0,0.92,0.65,0.33,0.98,2.88
21697,21.697,0.95,4.37,0.96,0.63,0.38,0.89,2.86
21796,21.796,1.64,5.74,1.02,0.7,0.32,0.89,2.93
21896,21.896,-1.55,0.0,0.92,0.67,0.36,0.93,2.8800000000000003
21994,21.994,1.7,5.84,0.96,0.67,0.4,0.99,3.0199999999999996
22093,22.093,-4.1,0.0,0.92,0.63,0.34,1.01,2.9000000000000004
22192,22.192,1.12,4.74,0.94,0.58,0.31,0.92,2.75
22291,22.291,-1.55,0.0,0.96,0.61,0.42,0.94,2.9299999999999997
22389,22.389,0.43,2.92,0.95,0.64,0.34,0.95,2.88
22489,22.489,1.18,4.87,0.96,0.68,0.27,0.97,2.88
22588,22.588,-3.89,0.0,0.96,0.63,0.39,0.97,2.95
22686,22.686,2.28,6.77,0.96,0.6,0.24,0.83,2.63
22789,22.789,2.23,6.69,0.97,0.64,0.32,0.88,2.81
22888,22.888,0.19,1.94,0.89,0.64,0.4,0.98,2.91
22987,22.987,2.35,6.87,0.95,0.66,0.37,0.98,2.96
23087,23.087,0.7,3.76,0.89,0.69,0.34,1.04,2.96
23186,23.186,0.89,4.22,0.94,0.6,0.42,1.0,2.96
23285,23.285,2.05,6.42,0.9,0.61,0.29,1.09,2.89
23385,23.385,-3.68,0.0,0.9,0.56,0.49,1.16,3.11
23483,23.483,0.95,4.37,0.93,0.63,0.32,0.95,2.83
23582,23.582,-2.19,0.0,0.98,0.73,0.21,0.76,2.6799999999999997
23681,23.681,0.24,2.2,1.01,0.71,0.19,0.62,2.53
23780,23.78,2.05,6.42,1.01,0.77,0.14,0.48,2.4
23879,23.879,0.77,3.92,1.04,0.93,0.1,0.15,2.22
23979,23.979,-1.13,0.0,0.99,1.35,0.01,0.0,2.3499999999999996
24077,24.077,1.06,4.62,0.66,0.7,0.03,0.0,1.39
24179,24.179,-1.13,0.0,0.42,0.14,0.14,0.09,0.79
24278,24.278,0.43,2.92,0.53,0.13,0.24,0.19,1.09
24377,24.377,1.76,5.95,0.53,0.13,0.11,0.1,0.87
24476,24.476,-0.91,0.0,0.5,0.12,0.18,0.15,0.9500000000000001
24576,24.576,1.41,5.33,0.54,0.09,0.21,0.08,0.9199999999999999
24675,24.675,0.24,2.2,0.57,0.09,0.2,0.18,1.0399999999999998
24774,24.774,1.18,4.87,0.45,0.11,0.15,0.08,0.79
24875,24.875,1.76,5.95,0.54,0.04,0.18,0.07,0.8300000000000001
24974,24.974,-4.27,0.0,0.43,0.12,0.21,0.16,0.92
25072,25.072,1.0,4.49,0.49,0.1,0.13,0.04,0.76
25172,25.172,0.48,3.1,0.53,0.04,0.21,0.15,0.93
25272,25.272,1.76,5.95,0.46,0.08,0.15,0.07,0.76
25371,25.371,1.58,5.64,0.57,0.05,0.16,0.04,0.8200000000000001
25472,25.472,-4.27,0.0,0.41,0.1,0.12,0.13,0.76
25574,25.574,0.95,4.37,0.56,0.08,0.21,0.12,0.97
25673,25.673,-1.13,0.0,0.52,0.08,0.08,0.05,0.73
25772,25.772,-1.77,0.0,0.56,0.1,0.19,0.2,1.05
25870,25.87,1.64,5.74,0.49,0.1,0.15,0.09,0.83
25969,25.969,1.53,5.54,0.53,0.05,0.2,0.03,0.81
26070,26.07,-1.13,0.0,0.5,0.09,0.18,0.14,0.91
26168,26.168,1.3,5.11,0.53,0.07,0.22,0.09,0.91
26267,26.267,-1.55,0.0,0.47,0.11,0.12,0.12,0.82
26368,26.368,0.54,3.29,0.46,0.14,0.11,0.17,0.8800000000000001
26467,26.467,-4.27,0.0,0.48,0.21,0.14,0.24,1.0699999999999998
26565,26.565,-0.91,0.0,0.55,0.19,0.21,0.32,1.27
26664,26.664,1.35,5.22,0.54,0.1,0.32,0.13,1.0899999999999999
26764,26.764,0.89,4.22,0.49,0.24,0.0,0.22,0.95
26863,26.863,2.58,7.2,0.41,0.0,0.41,0.18,1.0
26966,26.966,0.3,2.46,0.52,0.21,0.12,0.18,1.03
27065,27.065,2.63,7.27,0.39,0.16,0.09,0.11,0.75
27164,27.164,1.18,4.87,0.63,0.03,0.24,0.07,0.97
27264,27.264,0.7,3.76,0.63,0.01,0.38,0.1,1.12
27363,27.363,1.35,5.22,0.48,0.11,0.06,0.11,0.7599999999999999
27462,27.462,-4.27,0.0,0.51,0.06,0.12,0.09,0.78
27561,27.561,1.0,4.49,0.63,0.08,0.06,0.01,0.78
27661,27.661,0.83,4.09,0.47,0.15,0.09,0.15,0.86
27760,27.76,2.81,7.52,0.46,0.17,0.23,0.13,0.99
27860,27.86,1.47,5.43,0.57,0.16,0.05,0.08,0.86
27960,27.96,2.46,7.03,0.55,0.13,0.21,0.15,1.04
28059,28.059,0.19,1.94,0.4,0.14,0.02,0.1,0.66
28160,28.16,-4.27,0.0,0.6,0.05,0.23,0.13,1.01
28261,28.261,-3.89,0.0,0.63,0.09,0.11,0.11,0.94
28359,28.359,1.88,6.15,0.58,0.1,0.23,0.13,1.04
28459,28.459,0.13,1.61,0.44,0.03,0.32,0.19,0.98
28558,28.558,2.11,6.52,0.56,0.07,0.11,0.02,0.7600000000000001
28657,28.657,1.64,5.74,0.54,0.09,0.21,0.11,0.95
28758,28.758,0.36,2.7,0.55,0.1,0.27,0.21,1.1300000000000001
28857,28.857,2.05,6.42,0.51,0.06,0.14,0.07,0.78
28956,28.956,1.24,4.99,0.53,0.04,0.09,0.0,0.66
29056,29.056,1.47,5.43,0.53,0.01,0.15,0.0,0.6900000000000001
29155,29.155,-2.4,0.0,0.51,0.07,0.15,0.05,0.7800000000000001
29253,29.253,-0.91,0.0,0.51,0.1,0.2,0.16,0.9700000000000001
29352,29.352,1.35,5.22,0.55,0.05,0.21,0.07,0.8800000000000001
29452,29.452,-0.27,0.0,0.54,0.04,0.07,0.02,0.6700000000000002
29550,29.55,-2.19,0.0,0.57,0.09,0.17,0.19,1.02
29652,29.652,0.13,1.61,0.53,0.1,0.29,0.2,1.1199999999999999
29752,29.752,0.65,3.63,0.49,0.08,0.05,0.04,0.66
29851,29.851,0.83,4.09,0.51,0.01,0.2,0.0,0.72
29952,29.952,-4.27,0.0,0.52,0.09,0.18,0.15,0.9400000000000001
30050,30.05,0.02,0.65,0.57,0.08,0.17,0.16,0.98
30149,30.149,1.35,5.22,0.54,0.05,0.16,0.04,0.7900000000000001
30249,30.249,-1.55,0.0,0.51,0.08,0.16,0.09,0.84
30348,30.348,-2.62,0.0,0.54,0.11,0.25,0.17,1.07
30446,30.446,1.3,5.11,0.55,0.08,0.08,0.06,0.77
30545,30.545,0.77,3.92,0.56,0.05,0.15,0.08,0.8400000000000001
30645,30.645,-2.19,0.0,0.44,0.14,0.17,0.16,0.9100000000000001
30743,30.743,2.17,6.6,0.53,0.02,0.23,0.07,0.8500000000000001
30842,30.842,0.02,0.65,0.51,0.0,0.13,0.0,0.64
30942,30.942,-3.89,0.0,0.48,0.04,0.03,0.01,0.56
31043,31.043,0.95,4.37,0.55,0.07,0.22,0.13,0.9700000000000001
31142,31.142,0.48,3.1,0.53,0.1,0.28,0.17,1.08
31242,31.242,1.18,4.87,0.51,0.08,0.15,0.06,0.8
31341,31.341,-0.49,0.0,0.56,0.05,0.14,0.05,0.8000000000000002
31439,31.439,-2.19,0.0,0.43,0.14,0.17,0.2,0.9400000000000002
31538,31.538,1.7,5.84,0.52,0.09,0.21,0.1,0.9199999999999999
31637,31.637,0.3,2.46,0.5,0.03,0.13,0.0,0.66
31736,31.736,0.3,2.46,0.5,0.08,0.25,0.16,0.99
31836,31.836,0.54,3.29,0.5,0.11,0.2,0.17,0.9800000000000001
31935,31.935,1.99,6.33,0.51,0.06,0.21,0.06,0.8400000000000001
32034,32.034,-4.27,0.0,0.48,0.11,0.19,0.19,0.97
32133,32.133,1.18,4.87,0.55,0.09,0.24,0.11,0.99
32232,32.232,0.48,3.1,0.5,0.05,0.07,0.03,0.6500000000000001
32331,32.331,0.42,2.91,0.51,0.08,0.21,0.18,0.98
32434,32.434,-1.13,0.0,0.57,0.1,0.26,0.19,1.1199999999999999
32532,32.532,0.77,3.92,0.48,0.08,0.09,0.07,0.72
32631,32.631,0.02,0.65,0.52,0.04,0.13,0.02,0.7100000000000001
32731,32.731,-0.7,0.0,0.49,0.07,0.16,0.12,0.8400000000000001
32829,32.829,0.13,1.61,0.55,0.1,0.17,0.18,1.0
32928,32.928,2.58,7.2,0.5,0.08,0.21,0.11,0.8999999999999999
33028,33.028,-0.91,0.0,0.51,0.09,0.07,0.08,0.7499999999999999
33126,33.126,0.3,2.46,0.55,0.1,0.15,0.21,1.01
33225,33.225,1.06,4.62,0.49,0.08,0.19,0.12,0.88
33325,33.325,1.53,5.54,0.51,0.04,0.22,0.04,0.81
33424,33.424,-4.27,0.0,0.5,0.1,0.14,0.15,0.89
33522,33.522,1.35,5.21,0.55,0.08,0.24,0.08,0.95
33622,33.622,0.13,1.61,0.5,0.02,0.11,0.0,0.63
33721,33.721,0.42,2.91,0.52,0.1,0.23,0.14,0.99
33823,33.823,-1.13,0.0,0.56,0.1,0.14,0.21,1.01
33923,33.923,0.95,4.37,0.51,0.12,0.25,0.14,1.02
34022,34.022,1.4,5.31,0.52,0.07,0.06,0.04,0.6900000000000002
34121,34.121,1.24,4.99,0.48,0.03,0.19,0.04,0.74
34221,34.221,-0.27,0.0,0.49,0.0,0.21,0.0,0.7
34319,34.319,1.82,6.05,0.53,0.0,0.11,0.0,0.64
34418,34.418,1.47,5.44,0.59,0.0,0.06,0.0,0.6499999999999999
34518,34.518,-0.7,0.0,0.52,0.0,0.12,0.0,0.64
34616,34.616,-4.27,0.0,0.53,0.07,0.17,0.07,0.8400000000000001
34715,34.715,-3.04,0.0,0.46,0.13,0.17,0.17,0.9300000000000002
34816,34.816,1.0,4.49,0.53,0.08,0.2,0.08,0.89
34915,34.915,-2.4,0.0,0.51,0.04,0.1,0.0,0.65
35013,35.013,-1.12,0.0,0.5,0.11,0.23,0.16,1.0
35113,35.113,0.19,1.94,0.53,0.11,0.3,0.19,1.13
35216,35.216,0.95,4.37,0.51,0.09,0.06,0.06,0.72
35315,35.315,1.76,5.95,0.49,0.03,0.19,0.0,0.71
35415,35.415,-4.27,0.0,0.56,0.07,0.14,0.06,0.8300000000000001
35514,35.514,-4.27,0.0,0.47,0.14,0.19,0.19,0.99
35613,35.613,1.11,4.73,0.54,0.06,0.21,0.1,0.91
35713,35.713,1.3,5.1,0.52,0.0,0.13,0.0,0.65
35812,35.812,-0.91,0.0,0.47,0.09,0.11,0.07,0.74
35911,35.911,0.48,3.1,0.55,0.1,0.17,0.2,1.02
36011,36.011,0.88,4.21,0.51,0.11,0.28,0.2,1.1
36110,36.11,1.4,5.31,0.52,0.07,0.09,0.01,0.6900000000000001
36209,36.209,0.13,1.61,0.51,0.02,0.2,0.01,0.74
36310,36.31,0.83,4.08,0.54,0.06,0.16,0.09,0.8500000000000001
36409,36.409,-1.34,0.0,0.43,0.14,0.21,0.2,0.98
36511,36.511,-2.19,0.0,0.46,0.16,0.25,0.25,1.12
36611,36.611,0.54,3.29,0.56,0.11,0.17,0.21,1.05
36710,36.71,0.7,3.76,0.55,0.09,0.17,0.08,0.89
36809,36.809,-1.13,0.0,0.47,0.12,0.18,0.09,0.86
36909,36.909,-2.4,0.0,0.55,0.13,0.18,0.2,1.06
37008,37.008,1.23,4.98,0.53,0.12,0.28,0.2,1.1300000000000001
37107,37.107,1.18,4.87,0.55,0.07,0.1,0.03,0.7500000000000001
37207,37.207,0.95,4.37,0.55,0.02,0.14,0.04,0.7500000000000001
37306,37.306,-4.27,0.0,0.5,0.11,0.17,0.13,0.91
37405,37.405,0.18,1.92,0.53,0.1,0.18,0.16,0.9700000000000001
37505,37.505,1.47,5.44,0.52,0.03,0.24,0.08,0.87
37604,37.604,-1.12,0.0,0.52,0.06,0.07,0.04,0.6900000000000002
37703,37.703,-1.34,0.0,0.55,0.08,0.14,0.16,0.93
37803,37.803,0.7,3.76,0.5,0.09,0.26,0.17,1.02
37905,37.905,1.0,4.49,0.52,0.08,0.05,0.05,0.7000000000000001
38004,38.004,0.88,4.21,0.47,0.03,0.19,0.01,0.7
38104,38.104,-3.68,0.0,0.57,0.05,0.15,0.06,0.8300000000000001
38203,38.203,-2.4,0.0,0.41,0.14,0.16,0.19,0.9000000000000001
