ms,s,p,v,dv0,dv1,dv2,dv3,sum
290,0.29,-4.27,0.0,0.43,0.03,0.13,0.0,0.59
390,0.39,0.98,4.44,0.52,0.0,0.19,0.0,0.71
490,0.49,-3.42,0.0,0.42,0.05,0.08,0.0,0.5499999999999999
589,0.589,1.54,5.57,0.58,0.04,0.18,0.03,0.8300000000000001
690,0.69,0.92,4.29,0.49,0.08,0.02,0.0,0.59
790,0.79,-0.07,0.0,0.5,0.0,0.18,0.0,0.6799999999999999
889,0.889,-3.84,0.0,0.44,0.03,0.16,0.02,0.65
989,0.989,1.03,4.56,0.56,0.02,0.19,0.0,0.77
1089,1.089,0.58,3.41,0.51,0.0,0.07,0.0,0.5800000000000001
1189,1.189,-2.79,0.0,0.61,0.0,0.22,0.0,0.83
1289,1.289,-0.9,0.0,0.48,0.01,0.1,0.0,0.59
1388,1.388,-4.26,0.0,0.52,0.02,0.14,0.0,0.68
1487,1.487,0.93,4.31,0.62,0.01,0.24,0.0,0.87
1588,1.588,0.86,4.16,0.51,0.0,0.12,0.0,0.63
1692,1.692,-1.11,0.0,0.52,0.01,0.08,0.0,0.61
1792,1.792,-0.27,0.0,0.59,0.0,0.22,0.0,0.8099999999999999
1890,1.89,-0.9,0.0,0.5,0.04,0.06,0.0,0.6000000000000001
1988,1.988,-3.43,0.0,0.53,0.0,0.15,0.0,0.68
2086,2.086,0.18,1.92,0.55,0.01,0.17,0.0,0.7300000000000001
2185,2.185,0.13,1.61,0.51,0.0,0.08,0.0,0.59
2283,2.283,-2.37,0.0,0.53,0.0,0.18,0.0,0.71
2381,2.381,0.92,4.3,0.48,0.02,0.03,0.0,0.53
2480,2.48,-1.53,0.0,0.55,0.0,0.17,0.0,0.7200000000000001
2578,2.578,-2.58,0.0,0.46,0.05,0.17,0.0,0.68
2676,2.676,0.98,4.44,0.54,0.0,0.2,0.0,0.74
2775,2.775,-2.16,0.0,0.48,0.04,0.2,0.0,0.72
2873,2.873,0.47,3.08,0.52,0.06,0.27,0.03,0.8800000000000001
2971,2.971,1.09,4.68,0.47,0.05,0.04,0.0,0.56
3070,3.07,-3.43,0.0,0.54,0.0,0.21,0.0,0.75
3172,3.172,-2.16,0.0,0.5,0.05,0.21,0.03,0.79
3270,3.27,0.75,3.88,0.59,0.06,0.18,0.0,0.8299999999999998
3369,3.369,0.18,1.92,0.51,0.0,0.11,0.0,0.62
3468,3.468,-0.9,0.0,0.53,0.0,0.21,0.0,0.74
3566,3.566,1.37,5.26,0.48,0.05,0.05,0.0,0.5800000000000001
3664,3.664,0.58,3.42,0.52,0.0,0.19,0.0,0.71
3763,3.763,-3.21,0.0,0.41,0.05,0.16,0.01,0.63
3861,3.861,1.94,6.25,0.57,0.02,0.2,0.0,0.79
3959,3.959,-3.43,0.0,0.46,0.02,0.06,0.0,0.54
4058,4.058,-2.58,0.0,0.57,0.05,0.24,0.07,0.9299999999999999
4156,4.156,1.03,4.56,0.52,0.05,0.09,0.0,0.66
4254,4.254,-4.27,0.0,0.53,0.0,0.17,0.0,0.7000000000000001
4353,4.353,-0.47,0.0,0.53,0.02,0.16,0.0,0.7100000000000001
4451,4.451,0.13,1.61,0.5,0.0,0.05,0.0,0.55
4552,4.552,-4.27,0.0,0.47,0.0,0.09,0.0,0.5599999999999999
4651,4.651,0.18,1.92,0.58,0.0,0.2,0.0,0.78
4749,4.749,1.37,5.26,0.49,0.02,0.15,0.0,0.66
4847,4.847,1.27,5.04,0.52,0.02,0.16,0.0,0.7000000000000001
4945,4.945,-3.22,0.0,0.46,0.07,0.19,0.08,0.7999999999999999
5044,5.044,0.92,4.3,0.58,0.03,0.19,0.0,0.8
5142,5.142,-1.11,0.0,0.41,0.0,0.22,0.06,0.69
5240,5.24,-2.58,0.0,0.45,0.0,0.28,0.11,0.84
5339,5.339,1.15,4.8,0.41,0.03,0.28,0.07,0.79
5437,5.437,-1.11,0.0,0.58,0.2,0.45,0.24,1.47
5535,5.535,-0.69,0.0,0.49,0.29,0.43,0.17,1.38
5634,5.634,0.13,1.61,0.52,0.5,0.59,0.4,2.01
5732,5.732,1.33,5.16,0.52,0.55,0.49,0.75,2.31
5831,5.831,-1.11,0.0,0.74,0.59,0.45,0.83,2.61
5933,5.933,1.6,5.67,0.74,0.71,0.33,0.77,2.55
6032,6.032,-3.0,0.0,0.77,0.79,0.43,0.74,2.73
6130,6.13,-1.11,0.0,0.74,0.86,0.43,0.65,2.68
6230,6.23,0.87,4.17,0.76,0.88,0.44,0.7,2.7800000000000002
6329,6.329,-4.27,0.0,0.72,0.87,0.36,0.81,2.76
6427,6.427,-1.95,0.0,0.75,0.83,0.36,0.76,2.7
6526,6.526,0.75,3.88,0.73,0.83,0.42,0.72,2.7
6626,6.626,1.83,6.07,0.75,0.83,0.45,0.68,2.7100000000000004
6725,6.725,-4.27,0.0,0.75,0.83,0.44,0.72,2.74
6824,6.824,1.09,4.67,0.8,0.92,0.4,0.78,2.9000000000000004
6924,6.924,0.24,2.18,0.73,0.88,0.37,0.76,2.74
7023,7.023,0.3,2.44,0.7,0.8,0.43,0.73,2.66
7123,7.123,-1.11,0.0,0.76,0.87,0.43,0.7,2.76
7222,7.222,1.04,4.57,0.77,0.83,0.33,0.68,2.6100000000000003
