ms,s,p,v,dv0,dv1,dv2,dv3,sum
3397,3.397,0.24,2.18,0.38,0.07,0.0,0.03,0.48
3503,3.503,-1.53,0.0,0.42,0.06,0.18,0.02,0.6799999999999999
3604,3.604,-0.69,0.0,0.4,0.08,0.19,0.1,0.77
3705,3.705,1.21,4.93,0.45,0.04,0.08,0.0,0.57
3807,3.807,-0.9,0.0,0.44,0.01,0.09,0.0,0.54
3908,3.908,-4.27,0.0,0.35,0.13,0.16,0.12,0.76
4011,4.011,-0.27,0.0,0.47,0.04,0.12,0.11,0.74
4112,4.112,0.47,3.08,0.37,0.08,0.04,0.0,0.49
4213,4.213,-0.69,0.0,0.49,0.06,0.12,0.09,0.76
4315,4.315,0.58,3.42,0.38,0.06,0.12,0.05,0.6100000000000001
4416,4.416,1.04,4.57,0.41,0.02,0.13,0.0,0.56
4517,4.517,-4.27,0.0,0.41,0.07,0.09,0.06,0.6299999999999999
4619,4.619,0.53,3.26,0.48,0.01,0.18,0.04,0.71
4720,4.72,0.18,1.92,0.41,0.05,0.04,0.03,0.5299999999999999
4822,4.822,-4.27,0.0,0.45,0.06,0.22,0.08,0.8099999999999999
4926,4.926,-0.9,0.0,0.41,0.04,0.02,0.0,0.47
5027,5.027,0.18,1.92,0.44,0.02,0.1,0.03,0.5900000000000001
5130,5.13,-4.27,0.0,0.53,0.23,0.07,0.0,0.8300000000000001
5231,5.231,2.29,6.79,0.52,0.1,0.21,0.0,0.83
5334,5.334,-0.69,0.0,0.54,0.04,0.14,0.4,1.12
5435,5.435,-4.07,0.0,0.51,0.43,0.08,0.09,1.11
5536,5.536,0.7,3.74,0.64,0.44,0.13,0.0,1.21
5638,5.638,0.02,0.58,0.69,0.82,0.17,0.2,1.8799999999999997
5739,5.739,-4.27,0.0,0.74,1.08,0.3,0.21,2.33
5840,5.84,0.93,4.32,0.62,1.08,0.4,0.57,2.67
5942,5.942,-3.22,0.0,0.63,0.97,0.54,0.53,2.67
6043,6.043,0.93,4.32,0.62,0.85,0.64,0.55,2.66
6145,6.145,0.18,1.92,0.62,0.94,0.49,0.64,2.69
6246,6.246,-0.9,0.0,0.64,0.92,0.62,0.62,2.8000000000000003
6350,6.35,-4.27,0.0,0.6,0.95,0.62,0.71,2.88
6452,6.452,-0.9,0.0,0.64,0.96,0.61,0.65,2.86
6553,6.553,-1.11,0.0,0.63,1.01,0.59,0.77,3.0
6656,6.656,-3.43,0.0,0.57,0.94,0.56,0.67,2.7399999999999998
6757,6.757,0.13,1.61,0.59,0.9,0.51,0.63,2.63
6859,6.859,1.9,6.17,0.58,0.9,0.55,0.56,2.5900000000000003
6962,6.962,-2.8,0.0,0.62,0.96,0.57,0.61,2.76
7063,7.063,-4.27,0.0,0.58,0.99,0.54,0.65,2.76
7164,7.164,0.13,1.61,0.61,0.98,0.6,0.69,2.88
7267,7.267,0.24,2.18,0.61,0.99,0.55,0.71,2.8600000000000003
7369,7.369,0.13,1.61,0.61,0.93,0.54,0.7,2.7800000000000002
7472,7.472,-1.95,0.0,0.65,0.92,0.58,0.67,2.82
7573,7.573,1.1,4.69,0.63,0.9,0.52,0.56,2.61
7675,7.675,1.1,4.69,0.59,0.93,0.59,0.61,2.7199999999999998
7781,7.781,-3.64,0.0,0.59,0.93,0.61,0.6,2.73
7882,7.882,0.36,2.68,0.6,0.97,0.56,0.59,2.7199999999999998
7995,7.995,-2.8,0.0,0.6,0.99,0.52,0.57,2.6799999999999997
8096,8.096,1.67,5.79,0.63,1.02,0.6,0.66,2.91
8198,8.198,-4.27,0.0,0.62,1.03,0.53,0.65,2.8299999999999996
8299,8.299,-4.27,0.0,0.63,0.99,0.57,0.66,2.85
8400,8.4,0.47,3.08,0.68,0.95,0.56,0.62,2.81
8502,8.502,-2.8,0.0,0.63,0.93,0.66,0.7,2.92
8603,8.603,0.7,3.74,0.66,0.95,0.62,0.69,2.92
8706,8.706,0.93,4.32,0.63,0.98,0.6,0.72,2.9299999999999997
8807,8.807,0.7,3.74,0.63,0.96,0.56,0.64,2.79
8909,8.909,0.64,3.58,0.59,0.91,0.55,0.61,2.6599999999999997
9012,9.012,0.64,3.58,0.63,0.94,0.57,0.58,2.7199999999999998
9114,9.114,0.93,4.32,0.61,0.94,0.61,0.62,2.78
9217,9.217,-4.27,0.0,0.59,0.93,0.61,0.63,2.76
9316,9.316,-1.75,0.0,0.62,0.92,0.55,0.63,2.7199999999999998
9417,9.417,1.15,4.82,0.63,0.99,0.62,0.71,2.95
9520,9.52,-2.17,0.0,0.63,1.02,0.57,0.7,2.92
9621,9.621,-3.22,0.0,0.63,0.98,0.53,0.62,2.76
9722,9.722,1.44,5.37,0.66,0.95,0.54,0.59,2.7399999999999998
9825,9.825,-0.9,0.0,0.63,0.94,0.6,0.65,2.82
9926,9.926,-4.27,0.0,0.63,0.92,0.63,0.68,2.8600000000000003
10028,10.028,1.5,5.49,0.62,0.96,0.67,0.78,3.0300000000000002
10130,10.13,0.02,0.58,0.63,0.93,0.6,0.76,2.92
10232,10.232,-4.27,0.0,0.65,0.92,0.57,0.7,2.84
10334,10.334,0.18,1.92,0.61,0.89,0.51,0.6,2.61
10436,10.436,0.93,4.32,0.57,0.9,0.54,0.58,2.59
10539,10.539,-0.48,0.0,0.6,0.95,0.56,0.61,2.7199999999999998
10640,10.64,-4.27,0.0,0.58,0.97,0.55,0.65,2.7499999999999996
10744,10.744,1.04,4.57,0.6,0.98,0.62,0.73,2.93
10847,10.847,0.42,2.89,0.64,1.0,0.61,0.75,3.0
10949,10.949,-2.38,0.0,0.64,0.95,0.55,0.68,2.82
11051,11.051,0.59,3.44,0.61,0.91,0.49,0.59,2.5999999999999996
11153,11.153,1.21,4.94,0.62,0.92,0.56,0.58,2.68
11255,11.255,0.42,2.89,0.62,0.97,0.59,0.63,2.8099999999999996
11358,11.358,-4.27,0.0,0.63,0.95,0.63,0.67,2.88
11459,11.459,-1.11,0.0,0.63,0.96,0.61,0.69,2.8899999999999997
11561,11.561,1.21,4.94,0.61,0.92,0.65,0.73,2.91
11664,11.664,1.21,4.94,0.61,0.97,0.55,0.72,2.8499999999999996
11766,11.766,-3.85,0.0,0.59,0.97,0.55,0.7,2.8100000000000005
11868,11.868,1.1,4.69,0.63,0.96,0.62,0.63,2.84
11970,11.97,1.67,5.79,0.63,0.96,0.51,0.56,2.6599999999999997
12076,12.076,1.61,5.68,0.61,0.93,0.55,0.59,2.6799999999999997
12178,12.178,-4.07,0.0,0.62,0.93,0.63,0.64,2.8200000000000003
12279,12.279,0.24,2.18,0.63,0.96,0.63,0.71,2.9299999999999997
12382,12.382,0.64,3.58,0.64,1.01,0.6,0.71,2.96
12484,12.484,0.42,2.89,0.58,0.97,0.55,0.66,2.76
12587,12.587,-3.43,0.0,0.61,0.97,0.61,0.65,2.84
12688,12.688,0.98,4.45,0.66,0.99,0.55,0.58,2.7800000000000002
12790,12.79,0.75,3.89,0.6,0.96,0.62,0.64,2.8200000000000003
12893,12.893,-4.27,0.0,0.61,0.93,0.64,0.68,2.8600000000000003
12994,12.994,0.3,2.44,0.59,0.94,0.59,0.67,2.7899999999999996
13097,13.097,0.7,3.74,0.63,0.99,0.59,0.7,2.91
13200,13.2,-0.69,0.0,0.62,1.0,0.55,0.7,2.87
13301,13.301,-4.27,0.0,0.67,0.97,0.57,0.62,2.83
13403,13.403,1.27,5.05,0.59,0.93,0.52,0.57,2.61
13508,13.508,1.61,5.69,0.58,0.93,0.55,0.56,2.62
13611,13.611,-4.27,0.0,0.58,0.93,0.6,0.59,2.6999999999999997
13712,13.712,-4.27,0.0,0.62,0.95,0.57,0.62,2.76
13813,13.813,0.58,3.42,0.65,1.0,0.6,0.71,2.96
13916,13.916,-1.75,0.0,0.61,0.96,0.56,0.71,2.84
14017,14.017,-4.27,0.0,0.6,0.9,0.6,0.63,2.73
14118,14.118,0.81,4.04,0.65,0.92,0.48,0.53,2.58
14221,14.221,0.93,4.32,0.59,0.93,0.56,0.56,2.64
14323,14.323,-4.27,0.0,0.58,0.97,0.52,0.57,2.6399999999999997
14425,14.425,1.61,5.69,0.61,1.05,0.57,0.64,2.87
14527,14.527,-3.23,0.0,0.58,1.0,0.54,0.65,2.77
14628,14.628,0.42,2.89,0.61,0.95,0.6,0.61,2.77
14731,14.731,0.93,4.32,0.68,0.95,0.56,0.59,2.78
14833,14.833,0.58,3.42,0.66,0.93,0.61,0.64,2.8400000000000003
14939,14.939,-4.27,0.0,0.62,0.92,0.6,0.68,2.8200000000000003
15040,15.04,1.61,5.69,0.63,0.98,0.61,0.74,2.96
15142,15.142,-1.33,0.0,0.6,0.95,0.58,0.75,2.88
15244,15.244,-4.27,0.0,0.62,0.93,0.59,0.69,2.83
15345,15.345,0.93,4.32,0.63,0.93,0.52,0.6,2.68
15448,15.448,0.13,1.61,0.6,0.92,0.58,0.63,2.73
15550,15.55,-4.27,0.0,0.59,0.95,0.6,0.65,2.79
15651,15.651,2.13,6.54,0.59,0.97,0.63,0.65,2.84
15754,15.754,0.87,4.18,0.62,1.03,0.56,0.67,2.88
15856,15.856,-2.38,0.0,0.63,1.01,0.55,0.68,2.8700000000000006
15958,15.958,-1.96,0.0,0.64,0.95,0.52,0.61,2.7199999999999998
16059,16.059,1.1,4.69,0.64,0.91,0.52,0.56,2.6300000000000003
16161,16.161,0.3,2.47,0.64,0.93,0.59,0.62,2.7800000000000002
16264,16.264,-4.27,0.0,0.62,0.96,0.56,0.69,2.83
16368,16.368,0.81,4.04,0.62,0.94,0.65,0.73,2.94
16470,16.47,0.24,2.18,0.59,0.94,0.56,0.75,2.84
16570,16.57,-4.27,0.0,0.59,0.9,0.61,0.68,2.7800000000000002
16670,16.67,0.98,4.45,0.63,0.91,0.51,0.54,2.59
16772,16.772,0.93,4.32,0.58,0.93,0.54,0.55,2.5999999999999996
16873,16.873,-4.27,0.0,0.56,0.96,0.54,0.59,2.65
16973,16.973,1.04,4.57,0.56,0.98,0.61,0.64,2.79
17074,17.074,-3.43,0.0,0.61,1.0,0.53,0.63,2.7699999999999996
17174,17.174,0.3,2.47,0.59,0.92,0.52,0.58,2.6100000000000003
17274,17.274,1.1,4.69,0.61,0.93,0.54,0.59,2.67
17375,17.375,-4.27,0.0,0.64,0.94,0.59,0.64,2.81
17475,17.475,0.75,3.89,0.63,0.96,0.64,0.72,2.95
17577,17.577,-1.11,0.0,0.65,0.97,0.63,0.74,2.99
17678,17.678,-0.08,0.0,0.62,0.86,0.64,0.64,2.7600000000000002
17781,17.781,1.61,5.69,0.63,0.9,0.5,0.59,2.62
17883,17.883,2.07,6.45,0.62,0.93,0.57,0.6,2.72
17984,17.984,-4.27,0.0,0.61,0.95,0.61,0.63,2.8
18084,18.084,-0.69,0.0,0.63,0.96,0.57,0.67,2.8299999999999996
18185,18.185,0.64,3.58,0.62,0.98,0.56,0.72,2.88
18286,18.286,0.3,2.47,0.59,0.92,0.55,0.73,2.79
18388,18.388,-3.65,0.0,0.61,0.88,0.62,0.67,2.78
18489,18.489,1.04,4.57,0.64,0.91,0.52,0.58,2.6500000000000004
18590,18.59,1.04,4.57,0.59,0.93,0.55,0.58,2.6500000000000004
18692,18.692,-4.27,0.0,0.58,0.95,0.51,0.55,2.59
18792,18.792,1.95,6.27,0.59,1.03,0.54,0.63,2.79
18893,18.893,-3.65,0.0,0.63,0.98,0.52,0.63,2.76
18994,18.994,0.64,3.58,0.67,0.93,0.5,0.56,2.66
19095,19.095,-0.27,0.0,0.65,0.91,0.56,0.59,2.71
19200,19.2,-4.27,0.0,0.62,0.93,0.57,0.64,2.7600000000000002
19300,19.3,0.75,3.89,0.63,0.95,0.63,0.74,2.95
19401,19.401,-0.08,0.0,0.66,0.98,0.59,0.72,2.95
19502,19.502,-4.27,0.0,0.67,0.93,0.54,0.66,2.8000000000000003
19602,19.602,0.75,3.89,0.66,0.91,0.51,0.58,2.66
19703,19.703,-1.11,0.0,0.63,0.94,0.56,0.62,2.75
19804,19.804,-4.27,0.0,0.59,0.95,0.57,0.64,2.75
19904,19.904,0.24,2.18,0.6,0.97,0.61,0.71,2.8899999999999997
20005,20.005,-0.48,0.0,0.66,0.99,0.58,0.7,2.9299999999999997
20106,20.106,-4.07,0.0,0.66,0.92,0.57,0.66,2.81
20206,20.206,1.61,5.69,0.66,0.93,0.55,0.62,2.7600000000000002
20308,20.308,-4.27,0.0,0.61,0.91,0.57,0.62,2.71
20409,20.409,1.61,5.69,0.63,1.01,0.57,0.66,2.87
20513,20.513,-1.11,0.0,0.63,1.03,0.55,0.67,2.88
20614,20.614,-3.43,0.0,0.66,0.98,0.53,0.62,2.79
20714,20.714,1.9,6.18,0.67,0.95,0.51,0.6,2.73
20815,20.815,1.38,5.27,0.67,0.91,0.59,0.62,2.79
20917,20.917,-1.11,0.0,0.66,0.9,0.6,0.68,2.8400000000000003
21017,21.017,1.55,5.59,0.63,0.93,0.65,0.75,2.96
21120,21.12,0.24,2.18,0.62,0.93,0.6,0.76,2.91
21221,21.221,0.42,2.89,0.6,0.89,0.53,0.63,2.65
21322,21.322,1.1,4.69,0.62,0.93,0.53,0.62,2.7
21424,21.424,-2.59,0.0,0.62,1.0,0.52,0.63,2.77
21524,21.524,1.9,6.18,0.62,1.03,0.58,0.69,2.92
21625,21.625,1.84,6.08,0.6,0.96,0.56,0.66,2.7800000000000002
21727,21.727,1.61,5.69,0.63,0.88,0.48,0.55,2.54
21828,21.828,1.27,5.06,0.62,0.88,0.53,0.57,2.6
21933,21.933,-4.27,0.0,0.6,0.91,0.56,0.61,2.68
22033,22.033,1.04,4.57,0.6,0.99,0.62,0.68,2.89
22134,22.134,0.98,4.45,0.65,1.04,0.58,0.69,2.96
22236,22.236,1.9,6.18,0.68,0.99,0.55,0.66,2.88
22337,22.337,1.15,4.81,0.62,0.93,0.57,0.64,2.7600000000000002
22438,22.438,-1.53,0.0,0.68,0.91,0.62,0.69,2.9
22539,22.539,-1.53,0.0,0.65,0.89,0.71,0.74,2.99
22639,22.639,0.87,4.18,0.63,0.96,0.63,0.76,2.9799999999999995
22742,22.742,0.24,2.18,0.63,0.95,0.63,0.82,3.03
22843,22.843,-1.33,0.0,0.62,0.87,0.59,0.85,2.93
22943,22.943,1.84,6.08,0.63,0.89,0.51,0.63,2.66
23045,23.045,1.5,5.48,0.63,0.97,0.51,0.51,2.62
23146,23.146,-0.27,0.0,0.65,1.07,0.38,0.34,2.44
23246,23.246,1.55,5.59,0.7,1.12,0.43,0.3,2.55
23351,23.351,1.27,5.06,0.67,1.2,0.33,0.2,2.4000000000000004
23452,23.452,0.02,0.58,0.38,0.14,0.15,0.16,0.8300000000000001
23554,23.554,1.84,6.08,0.33,0.04,0.09,0.0,0.45999999999999996
23655,23.655,1.9,6.18,0.36,0.02,0.19,0.0,0.5700000000000001
23756,23.756,-0.69,0.0,0.37,0.05,0.18,0.0,0.6
23857,23.857,0.42,2.89,0.4,0.07,0.16,0.07,0.7
23958,23.958,1.67,5.79,0.37,0.06,0.1,0.0,0.53
24059,24.059,-1.53,0.0,0.35,0.12,0.24,0.0,0.71
24160,24.16,0.53,3.26,0.34,0.1,0.29,0.09,0.82
24261,24.261,0.13,1.61,0.35,0.1,0.15,0.0,0.6
24363,24.363,-3.01,0.0,0.35,0.11,0.18,0.07,0.71
24463,24.463,0.13,1.61,0.43,0.09,0.18,0.1,0.7999999999999999
24564,24.564,1.33,5.17,0.38,0.1,0.1,0.0,0.58
24666,24.666,-1.11,0.0,0.43,0.08,0.16,0.06,0.73
24769,24.769,1.44,5.38,0.32,0.13,0.21,0.04,0.7000000000000001
24870,24.87,2.29,6.79,0.37,0.07,0.14,0.0,0.5800000000000001
24972,24.972,-0.27,0.0,0.41,0.03,0.14,0.0,0.58
25072,25.072,0.24,2.18,0.37,0.1,0.19,0.08,0.7399999999999999
25174,25.174,1.61,5.69,0.39,0.08,0.2,0.0,0.67
25274,25.274,-0.08,0.0,0.38,0.09,0.02,0.0,0.49
25374,25.374,0.36,2.68,0.45,0.08,0.15,0.07,0.75
25476,25.476,1.21,4.94,0.38,0.06,0.09,0.0,0.53
25577,25.577,1.38,5.27,0.42,0.04,0.11,0.0,0.57
25678,25.678,-1.75,0.0,0.35,0.1,0.14,0.02,0.61
25779,25.779,0.02,0.58,0.38,0.09,0.13,0.0,0.6
25879,25.879,-0.69,0.0,0.39,0.11,0.21,0.0,0.71
25979,25.979,1.15,4.81,0.43,0.07,0.11,0.0,0.61
26081,26.081,-4.27,0.0,0.27,0.15,0.19,0.07,0.6800000000000002
26184,26.184,1.15,4.81,0.42,0.04,0.22,0.04,0.72
26286,26.286,-1.96,0.0,0.37,0.08,0.06,0.0,0.51
26386,26.386,0.93,4.32,0.43,0.09,0.13,0.06,0.71
26487,26.487,0.93,4.32,0.33,0.07,0.11,0.0,0.51
26589,26.589,0.7,3.74,0.44,0.06,0.17,0.0,0.67
26690,26.69,-3.65,0.0,0.42,0.09,0.07,0.06,0.6400000000000001
26790,26.79,-0.69,0.0,0.33,0.09,0.08,0.02,0.52
26891,26.891,-4.27,0.0,0.4,0.12,0.28,0.07,0.8700000000000001
26991,26.991,0.87,4.18,0.41,0.07,0.11,0.0,0.59
27092,27.092,-4.27,0.0,0.39,0.07,0.16,0.05,0.67
27193,27.193,0.47,3.08,0.41,0.07,0.19,0.04,0.71
27293,27.293,0.36,2.68,0.37,0.08,0.05,0.0,0.5
27394,27.394,-4.27,0.0,0.42,0.07,0.28,0.08,0.85
27494,27.494,0.87,4.18,0.39,0.07,0.05,0.0,0.51
27597,27.597,2.41,6.96,0.37,0.08,0.16,0.0,0.61
27699,27.699,-2.59,0.0,0.34,0.1,0.15,0.06,0.6500000000000001
27799,27.799,1.15,4.81,0.4,0.07,0.21,0.0,0.68
27900,27.9,0.13,1.61,0.32,0.14,0.25,0.0,0.71
28002,28.002,-2.38,0.0,0.37,0.14,0.28,0.09,0.88
28102,28.102,1.44,5.38,0.35,0.08,0.16,0.0,0.59
28204,28.204,-4.27,0.0,0.38,0.1,0.18,0.07,0.73
28304,28.304,1.44,5.38,0.42,0.06,0.23,0.03,0.74
28405,28.405,1.73,5.89,0.39,0.07,0.09,0.0,0.55
28507,28.507,-1.75,0.0,0.34,0.15,0.2,0.0,0.69
28607,28.607,0.64,3.58,0.35,0.08,0.18,0.0,0.61
28708,28.708,1.67,5.79,0.41,0.04,0.18,0.0,0.6299999999999999
28810,28.81,-4.27,0.0,0.29,0.14,0.12,0.05,0.6000000000000001
28913,28.913,0.58,3.42,0.39,0.07,0.22,0.0,0.68
29015,29.015,0.3,2.47,0.38,0.04,0.06,0.0,0.48
29116,29.116,-4.27,0.0,0.42,0.08,0.28,0.07,0.8500000000000001
29216,29.216,1.38,5.27,0.41,0.1,0.06,0.0,0.5700000000000001
29318,29.318,1.04,4.57,0.39,0.07,0.17,0.01,0.64
29419,29.419,-1.11,0.0,0.39,0.09,0.17,0.02,0.67
29519,29.519,0.12,1.58,0.31,0.15,0.18,0.0,0.6399999999999999
29621,29.621,-2.8,0.0,0.42,0.09,0.14,0.09,0.74
29721,29.721,0.93,4.32,0.38,0.12,0.07,0.02,0.5900000000000001
29824,29.824,-3.23,0.0,0.4,0.05,0.15,0.0,0.6
29924,29.924,-3.65,0.0,0.42,0.09,0.18,0.08,0.7699999999999999
30024,30.024,2.24,6.71,0.37,0.06,0.11,0.0,0.54
30126,30.126,-4.27,0.0,0.34,0.13,0.25,0.02,0.74
30226,30.226,-0.69,0.0,0.4,0.12,0.31,0.12,0.9500000000000001
30329,30.329,1.67,5.79,0.33,0.12,0.12,0.0,0.5700000000000001
30431,30.431,1.27,5.06,0.4,0.08,0.19,0.0,0.67
30532,30.532,-3.43,0.0,0.35,0.14,0.14,0.09,0.72
30633,30.633,0.58,3.42,0.36,0.1,0.2,0.01,0.6699999999999999
30735,30.735,-1.75,0.0,0.38,0.05,0.05,0.0,0.48
30835,30.835,-1.11,0.0,0.44,0.1,0.16,0.08,0.78
30936,30.936,0.75,3.89,0.32,0.11,0.07,0.0,0.5
31037,31.037,-0.48,0.0,0.43,0.04,0.18,0.0,0.6499999999999999
31137,31.137,-4.27,0.0,0.32,0.12,0.19,0.02,0.65
31238,31.238,0.24,2.18,0.38,0.07,0.1,0.0,0.55
31339,31.339,-0.48,0.0,0.43,0.09,0.14,0.07,0.73
31439,31.439,0.12,1.58,0.35,0.12,0.26,0.09,0.82
31541,31.541,1.1,4.69,0.38,0.08,0.2,0.0,0.66
31642,31.642,-4.27,0.0,0.4,0.11,0.16,0.06,0.73
31746,31.746,-4.27,0.0,0.33,0.11,0.22,0.08,0.74
31846,31.846,0.47,3.08,0.4,0.07,0.18,0.0,0.65
31947,31.947,-1.75,0.0,0.39,0.08,0.09,0.0,0.56
32048,32.048,-4.27,0.0,0.42,0.1,0.27,0.09,0.88
32148,32.148,1.39,5.28,0.43,0.08,0.06,0.0,0.5700000000000001
32249,32.249,-0.48,0.0,0.39,0.07,0.14,0.0,0.6000000000000001
32350,32.35,-4.27,0.0,0.29,0.17,0.32,0.14,0.92
32450,32.45,2.14,6.55,0.54,0.07,0.42,0.03,1.06
32552,32.552,2.64,7.28,0.33,0.07,0.21,0.06,0.6699999999999999
32654,32.654,0.18,1.92,0.37,0.14,0.15,0.05,0.7100000000000001
32755,32.755,-3.02,0.0,0.42,0.14,0.19,0.06,0.81
32856,32.856,0.24,2.18,0.4,0.15,0.17,0.03,0.7500000000000001
32957,32.957,-4.27,0.0,0.38,0.13,0.12,0.08,0.71
33057,33.057,-1.33,0.0,0.42,0.15,0.16,0.07,0.8
33161,33.161,-4.27,0.0,0.34,0.11,0.15,0.08,0.6799999999999999
33261,33.261,0.02,0.58,0.21,0.14,0.13,0.05,0.53
33363,33.363,-4.27,0.0,0.17,0.11,0.13,0.02,0.43000000000000005
33464,33.464,1.38,5.27,0.3,0.13,0.14,0.04,0.6100000000000001
33565,33.565,-4.27,0.0,0.37,0.1,0.16,0.06,0.69
33666,33.666,0.75,3.89,0.33,0.19,0.12,0.09,0.73
33767,33.767,-4.27,0.0,0.42,0.12,0.11,0.07,0.72
33867,33.867,0.02,0.58,0.39,0.15,0.12,0.1,0.76
33969,33.969,2.81,7.51,0.36,0.0,0.26,0.01,0.63
34070,34.07,0.02,0.58,0.4,0.2,0.15,0.18,0.9300000000000002
34171,34.171,0.42,2.89,0.34,0.21,0.26,0.29,1.1
34273,34.273,2.24,6.71,0.41,0.16,0.27,0.21,1.05
34374,34.374,2.82,7.52,0.42,0.12,0.19,0.01,0.74
34476,34.476,0.81,4.04,0.41,0.09,0.05,0.0,0.55
34580,34.58,-4.27,0.0,0.35,0.1,0.19,0.0,0.6399999999999999
34680,34.68,0.18,1.92,0.37,0.07,0.28,0.06,0.78
34782,34.782,1.39,5.28,0.38,0.07,0.14,0.0,0.5900000000000001
34883,34.883,-1.54,0.0,0.34,0.12,0.17,0.07,0.7
34984,34.984,1.84,6.08,0.43,0.07,0.19,0.03,0.72
35086,35.086,1.73,5.89,0.37,0.07,0.07,0.0,0.51
35187,35.187,1.73,5.89,0.46,0.08,0.17,0.07,0.78
35289,35.289,2.24,6.71,0.37,0.11,0.06,0.0,0.54
35390,35.39,1.04,4.57,0.4,0.05,0.18,0.02,0.65
35491,35.491,2.01,6.36,0.42,0.07,0.16,0.07,0.72
35593,35.593,2.7,7.37,0.38,0.04,0.15,0.0,0.57
35694,35.694,1.55,5.59,0.37,0.02,0.03,0.0,0.42000000000000004
35796,35.796,2.01,6.36,0.42,0.0,0.15,0.0,0.57
35898,35.898,-3.65,0.0,0.41,0.15,0.0,0.01,0.57
36001,36.001,2.93,7.67,0.42,0.0,0.46,0.0,0.88
36103,36.103,1.04,4.57,0.41,0.14,0.0,0.0,0.55
36204,36.204,-4.27,0.0,0.33,0.16,0.04,0.05,0.5800000000000001
36304,36.304,-1.11,0.0,0.34,0.13,0.25,0.09,0.8099999999999999
36405,36.405,-4.27,0.0,0.18,0.13,0.0,0.0,0.31
36505,36.505,1.44,5.38,0.49,0.08,0.21,0.06,0.8399999999999999
36608,36.608,-3.01,0.0,0.22,0.04,0.0,0.04,0.3
36708,36.708,-2.17,0.0,0.45,0.03,0.41,0.06,0.95
36808,36.808,5.61,10.62,0.21,0.14,0.2,0.03,0.5800000000000001
36910,36.91,4.99,10.01,0.5,0.1,0.27,0.05,0.92
37011,37.011,-3.02,0.0,0.64,0.03,0.15,0.0,0.8200000000000001
37111,37.111,-2.17,0.0,0.61,0.0,0.16,0.0,0.77
37212,37.212,-4.27,0.0,0.61,0.0,0.0,0.01,0.62
37315,37.315,1.33,5.17,0.62,0.12,0.0,0.24,0.98
37417,37.417,1.39,5.28,0.83,0.0,0.11,0.09,1.03
37519,37.519,3.1,7.89,0.54,0.13,0.42,0.08,1.1700000000000002
37620,37.62,2.82,7.52,0.0,0.28,0.16,0.21,0.65
37722,37.722,-0.48,0.0,0.05,0.22,0.21,0.09,0.57
37822,37.822,1.44,5.38,0.3,0.31,0.45,0.25,1.31
37923,37.923,4.3,9.3,0.34,0.34,0.3,0.45,1.43
38025,38.025,3.1,7.89,0.0,0.37,0.14,0.28,0.79
38126,38.126,-4.27,0.0,0.46,0.07,0.55,0.01,1.09
38227,38.227,-1.11,0.0,0.53,0.0,0.13,0.0,0.66
38328,38.328,-4.27,0.0,0.39,0.05,0.0,0.0,0.44
38428,38.428,-1.11,0.0,0.42,0.07,0.42,0.04,0.95
38529,38.529,-4.27,0.0,0.29,0.07,0.0,0.01,0.37
