0.000000	-5.367444	-0.064824	0.000000	0.000000	0.000000	-0.016543	0.003788	-0.010607
0.010000	-5.733745	0.266320	0.000000	0.000000	0.000000	0.042571	-100.008934	-100.025383
0.020000	-5.598983	0.378387	0.000000	0.000000	0.000000	0.005422	-100.000526	-99.995674
0.030000	-5.996659	0.220786	0.000000	0.000000	0.000000	0.111327	-100.018051	-99.995956
0.040000	-5.510858	0.188438	0.000000	0.000000	0.000000	0.012668	-99.997910	-100.007439
0.050000	-5.566810	-0.064539	0.000000	0.000000	0.000000	-0.007135	-100.001961	-99.997963
0.060000	-5.831892	0.038709	0.000000	0.000000	0.000000	0.059713	-99.995682	-100.002602
0.070000	-5.512830	0.237839	0.000000	0.000000	0.000000	-0.059970	-100.005562	-99.999390
0.080000	-5.616439	-0.322272	0.000000	0.000000	0.000000	0.053610	-99.980141	-99.997414
0.090000	-5.610611	0.124409	0.000000	0.000000	0.000000	0.092446	-100.012886	-99.996895
0.100000	-5.384240	-0.217004	0.000000	0.000000	0.000000	0.084951	-99.987083	-99.999588
0.110000	-5.334749	0.276211	0.000000	0.000000	0.000000	-0.050875	-100.003403	-100.000343
0.120000	-5.623274	0.137001	0.000000	0.000000	0.000000	-0.110268	-99.997910	-100.014244
0.130000	-5.706678	0.121923	0.000000	0.000000	0.000000	-0.077876	-99.982124	-99.994843
0.140000	-5.466409	0.199470	0.000000	0.000000	0.000000	-0.074171	-100.005562	-99.998802
0.150000	-5.845597	0.071995	0.000000	0.000000	0.000000	-0.030315	-99.997025	-100.009712
0.160000	-5.308782	0.247725	0.000000	0.000000	0.000000	0.110750	-100.017845	-100.002533
0.170000	-5.660982	0.052915	0.000000	0.000000	0.000000	0.112198	-100.019470	-100.009575
0.180000	-5.337492	0.057198	0.000000	0.000000	0.000000	-0.028636	-100.009392	-99.999138
0.190000	-5.407104	-0.127122	0.000000	0.000000	0.000000	-0.044456	-99.998070	-100.017532
0.200000	-5.680315	0.046196	0.000000	0.000000	0.000000	-0.003688	-99.992973	-100.002388
0.210000	-5.746769	-0.249845	0.000000	0.000000	0.000000	0.038559	-99.995026	-99.988495
0.220000	-6.039913	0.058853	0.000000	0.000000	0.000000	0.098498	-100.006340	-99.999863
0.230000	-5.406855	0.045715	0.000000	0.000000	0.000000	0.108660	-100.003571	-100.001068
