0.602 1.6184
0.701 1.5798
0.8 1.5404
0.901 1.6482
1.001 1.665
1.101 1.5326
1.202 1.5334
1.301 1.617
1.401 1.4674
1.502 1.6104
1.602 1.659
1.702 1.4912
1.802 1.4534
1.902 1.5854
2.006 1.428
2.106 1.7596
2.204 1.678
2.304 1.3978
2.402 1.7094
2.5 1.609
2.598 1.7268
2.697 1.7954
2.795 1.602
2.893 1.6114
2.992 1.5608
3.09 1.4806
3.188 1.4616
3.287 1.5864
3.388 1.347
3.486 1.5998
3.585 1.5124
3.683 1.7216
3.781 1.527
3.88 1.6472
3.979 1.6948
4.077 1.5522
4.175 1.521
4.274 1.5888
4.372 1.5202
4.47 1.5702
4.569 1.4036
4.667 1.4656
4.765 1.6082
4.867 1.4462
4.965 1.6524
5.063 1.5422
5.163 1.6662
5.261 1.6316
5.359 1.568
5.457 1.644
5.556 1.7212
5.654 1.6186
5.752 1.6386
5.852 1.4966
5.95 1.666
6.048 1.673
6.147 1.9024
6.248 1.8302
6.346 1.838
6.445 1.716
6.543 2.1054
6.642 1.93
6.742 1.9758
6.841 2.082
6.939 1.909
7.038 2.1058
7.137 2.065
7.235 2.0438
7.333 2.1418
7.432 2.1006
7.53 2.1206
7.631 2.1998
7.73 2.0892
7.828 2.1876
7.926 2.2778
8.025 2.1562
8.123 2.4662
8.221 2.3432
8.321 2.38
8.419 2.5972
8.517 2.3038
8.616 2.3612
8.715 2.5026
8.814 2.3994
8.912 2.4288
9.014 2.538
9.112 2.559
9.21 2.7156
9.31 2.631
9.408 2.7826
9.507 2.7268
9.606 2.9024
9.704 2.606
9.802 2.9476
9.902 2.829
10 3.277
10.099 3.3
10.198 3.573
10.296 3.9532
10.397 4.2742
10.496 4.6344
10.594 4.7028
10.692 4.924
10.79 4.8672
10.889 4.8894
10.987 5.0508
11.085 5.0082
11.185 4.908
11.283 5.0584
11.381 4.9662
11.48 4.926
11.578 4.897
11.676 4.8982
11.778 4.9404
11.877 4.8696
11.975 5.0514
12.075 4.9194
12.174 4.9782
12.272 4.9568
12.371 4.9768
12.471 4.9856
12.569 4.985
12.668 4.963
12.768 5.0422
12.866 4.9494
12.965 5.0482
13.064 5.0274
13.165 4.905
13.264 4.936
13.363 4.987
13.462 4.8764
13.561 5.0056
13.661 4.8954
13.759 4.8946
13.858 4.8454
13.957 5.0452
14.056 4.7826
14.154 4.826
14.253 5.0676
14.351 4.8272
14.45 4.8274
14.553 4.7934
14.651 5.1174
14.75 4.9606
14.85 5.0512
14.948 4.961
15.046 5.0496
15.147 4.9286
15.246 4.8788
15.344 5
15.443 4.851
15.542 5.2022
15.641 5.0178
15.739 4.9774
15.839 4.9384
15.94 4.8626
16.04 5.0078
16.139 4.9778
16.237 4.928
16.335 4.9994
16.434 5.0304
16.532 4.9208
16.631 4.9706
16.73 4.9104
16.828 5.0102
16.927 4.9078
17.026 4.8698
17.125 4.8996
17.223 5.001
17.326 4.922
17.424 4.8906
17.523 4.8692
17.622 4.9432
17.721 4.873
17.82 4.915
17.92 5.0078
18.019 4.8386
18.118 5.0194
18.217 5.0276
18.317 4.9978
18.415 4.8782
18.515 5.0196
18.614 4.9504
18.71 4.9602
18.809 4.8998
18.909 4.9322
19.007 4.9602
19.106 4.9482
19.205 5.0808
19.304 4.9092
19.403 5.229
19.502 5.085
19.6 5.2844
19.699 4.9702
19.798 4.9714
19.897 4.8208
19.998 4.9316
20.098 4.931
20.197 4.9204
20.295 5.0406
20.395 4.9704
20.493 4.8698
20.591 4.9696
20.691 5.0188
20.79 5.058
20.889 5.0426
20.988 4.9568
21.088 4.906
21.186 4.9168
21.285 4.957
21.387 4.974
21.485 4.9426
21.583 4.9428
21.683 4.8816
21.782 4.8206
21.88 5.002
21.98 4.8424
22.079 4.9166
22.177 5.0236
22.277 4.812
22.375 4.8294
22.473 5.0744
22.573 4.838
22.672 4.968
22.774 5.0672
22.873 5.0758
22.971 4.8632
23.07 4.8858
23.169 4.9848
23.267 4.9444
23.366 4.921
23.465 4.9906
23.565 4.7814
23.664 4.9138
23.763 5.0456
23.863 4.7348
23.961 4.8484
24.059 5.049
24.162 4.8876
24.26 4.7382
24.36 4.8942
24.46 4.955
24.558 4.9426
24.657 5.0218
24.756 4.9004
24.855 4.84
24.954 4.8712
25.053 4.832
25.151 4.8832
25.25 4.9886
25.349 4.9034
25.448 4.818
25.55 4.9044
25.65 4.985
25.749 4.7726
25.847 4.7866
25.946 4.9298
26.045 4.9442
26.143 5.0112
26.242 4.8648
26.341 4.9142
26.44 4.9384
26.54 4.8504
26.639 4.7264
26.738 4.8128
26.838 4.9196
26.94 5.0716
27.039 4.6016
27.138 4.8074
27.237 5.091
27.335 4.857
27.435 4.969
27.533 4.543
27.631 4.5076
27.731 4.507
27.831 4.4612
27.93 4.5858
28.028 4.2954
28.127 4.4602
28.229 4.2368
28.329 4.319
28.429 4.5514
28.527 4.3312
28.625 4.4038
28.725 4.2932
28.823 4.268
28.921 4.1102
29.021 4.1924
29.119 4.0944
29.217 3.6446
29.317 4.1018
29.416 3.9446
29.515 4.0116
29.618 3.9622
29.716 3.9428
29.814 3.9642
29.914 4.045
30.013 3.976
30.112 3.7484
30.211 3.714
30.31 4.1586
30.409 4.0374
30.509 3.8342
30.608 3.6374
30.707 3.63
30.806 3.3806
30.904 3.1014
31.006 3.1502
31.106 2.9356
31.204 2.5642
31.302 1.6996
31.401 1.5776
31.501 1.6872
31.6 1.706
31.699 1.7538
31.799 1.6592
31.897 1.627
31.995 1.6048
32.095 1.5952
32.193 1.4044
32.292 1.745
32.394 1.3024
32.492 1.665
32.59 1.7842
32.689 1.5984
32.787 1.6046
32.886 1.4626
32.985 1.592
33.083 1.292
33.181 1.3966
33.28 1.5504
33.379 1.5702
33.477 1.6208
33.576 1.5218
33.675 1.8716
33.777 1.6674
33.878 1.4348
33.977 1.597
34.076 1.456
34.176 1.5574
34.275 1.5072
34.374 1.7544
34.475 1.44
34.574 1.4714
34.673 1.4524
34.774 1.3828
34.873 1.464
34.972 1.5746
35.072 1.4534
35.174 1.4242
35.273 1.575
35.373 1.484
35.472 1.6424
35.571 1.5202
35.671 1.5016
35.77 1.5204
35.869 1.6506
35.969 1.569
