0.000000	-5.655306	-0.349209	0.000000	0.000000	0.000000	-0.132028	0.000042	-0.005869
0.010000	-5.783575	0.157445	0.000000	0.000000	0.000000	0.026180	-99.991844	-100.008881
0.020000	-5.334338	0.197016	0.000000	0.000000	0.000000	-0.032872	-100.007301	-100.006233
0.030000	-5.834514	-0.001636	0.000000	0.000000	0.000000	-0.092164	-99.994576	-99.997009
0.040000	-5.602711	0.074887	0.000000	0.000000	0.000000	0.002864	-100.001343	-99.997238
0.050000	-5.496364	0.053075	0.000000	0.000000	0.000000	-0.119047	-100.003960	-100.019821
0.060000	-5.396959	-0.154178	0.000000	0.000000	0.000000	0.003608	-99.997070	-99.996506
0.070000	-5.366551	0.136276	0.000000	0.000000	0.000000	-0.067699	-100.003731	-100.022209
0.080000	-5.491829	0.076916	0.000000	0.000000	0.000000	0.003434	-99.999237	-99.992081
0.090000	-5.519828	0.058841	0.000000	0.000000	0.000000	-0.014407	-99.999214	-99.984795
0.100000	-5.533871	-0.015470	0.000000	0.000000	0.000000	0.118781	-100.001991	-100.012886
0.110000	-5.305673	0.168824	0.000000	0.000000	0.000000	0.016731	-100.004654	-99.997681
0.120000	-5.867298	0.283822	0.000000	0.000000	0.000000	0.014472	-99.995964	-100.006905
0.130000	-5.629108	0.063972	0.000000	0.000000	0.000000	0.087589	-99.990150	-100.006195
0.140000	-5.731517	-0.020780	0.000000	0.000000	0.000000	-0.026390	-99.996101	-99.986519
0.150000	-5.758648	0.231664	0.000000	0.000000	0.000000	-0.049825	-100.001038	-100.007080
0.160000	-5.578751	-0.352277	0.000000	0.000000	0.000000	-0.006121	-99.994789	-99.982841
0.170000	-5.541099	-0.230725	0.000000	0.000000	0.000000	0.002959	-99.998131	-100.006195
0.180000	-5.362066	0.079476	0.000000	0.000000	0.000000	0.009373	-100.009430	-99.990387
0.190000	-5.685178	0.012046	0.000000	0.000000	0.000000	0.071796	-100.014442	-100.010040
0.200000	-5.415004	0.003006	0.000000	0.000000	0.000000	0.065999	-99.987144	-99.992928
0.210000	-5.655278	0.010702	0.000000	0.000000	0.000000	0.009910	-99.994469	-99.977890
0.220000	-5.849329	0.009191	0.000000	0.000000	0.000000	0.033681	-100.008728	-99.997238
0.230000	-5.319159	0.539290	0.000000	0.000000	0.000000	-0.015540	-100.011505	-100.027397
0.240000	-5.909421	0.041021	0.000000	0.000000	0.000000	-0.004596	-100.009041	-100.004723
0.250000	-5.243551	0.018092	0.000000	0.000000	0.000000	0.052851	-99.993217	-100.005692
0.260000	-5.524784	0.085355	0.000000	0.000000	0.000000	0.014249	-99.997238	-99.995667
0.270000	-5.483936	-0.283969	0.000000	0.000000	0.000000	0.068460	-100.001099	-99.994278
0.280000	-5.504278	-0.237494	0.000000	0.000000	0.000000	0.065065	-99.996902	-99.996628
