Time,rax,ray,raz,rgx,rgy,rgz
1.052,-0.0038095238095238095,-0.002857142857142857,0.8976190476190476,-4.227619047619048,-4.692380952380952,-0.6028571428571429
1.081,-0.0033333333333333335,-0.0023809523809523807,0.8990476190476192,-4.241428571428572,-4.701904761904761,-0.6171428571428572
1.11,-0.0033333333333333335,-0.0014285714285714288,0.8995238095238095,-4.237619047619048,-4.713333333333333,-0.6166666666666666
1.138,-0.002857142857142857,-0.00047619047619047614,0.9004761904761904,-4.240952380952381,-4.715714285714286,-0.61
1.167,-0.002380952380952381,-0.0014285714285714286,0.901904761904762,-4.23904761904762,-4.727142857142857,-0.6161904761904763
1.196,-0.0019047619047619048,-0.0009523809523809523,0.9019047619047618,-4.235714285714286,-4.734761904761904,-0.6242857142857143
1.226,-0.002380952380952381,-0.0009523809523809524,0.9033333333333333,-4.240952380952381,-4.73904761904762,-0.6257142857142858
1.255,-0.002380952380952381,-0.0009523809523809524,0.9038095238095238,-4.240952380952381,-4.75,-0.6223809523809524
1.291,-0.002380952380952381,-0.0009523809523809524,0.9042857142857142,-4.240952380952381,-4.755714285714286,-0.6147619047619047
1.328,-0.002380952380952381,-0.0004761904761904762,0.9047619047619048,-4.242380952380953,-4.762380952380952,-0.611904761904762
1.356,-0.002380952380952381,-0.0019047619047619048,0.9052380952380953,-4.246666666666667,-4.7647619047619045,-0.6138095238095238
1.385,-0.002380952380952381,-0.0019047619047619048,0.9057142857142859,-4.2438095238095235,-4.766190476190476,-0.6095238095238096
1.414,-0.002857142857142857,-0.0009523809523809523,0.9057142857142857,-4.246190476190476,-4.766190476190476,-0.5961904761904762
1.442,-0.0019047619047619052,-0.0014285714285714288,0.9057142857142859,-4.244285714285714,-4.7752380952380955,-0.5871428571428572
1.471,-0.0014285714285714288,-0.0014285714285714288,0.9071428571428571,-4.247142857142857,-4.793333333333333,-0.5900000000000001
1.499,-0.0019047619047619048,-0.0019047619047619052,0.9066666666666666,-4.248095238095239,-4.795714285714285,-0.5895238095238096
1.527,-0.002380952380952381,-0.0014285714285714288,0.9066666666666668,-4.23952380952381,-4.810952380952381,-0.5923809523809523
1.556,-0.002380952380952381,-0.002857142857142857,0.9066666666666668,-4.240476190476191,-4.8100000000000005,-0.5957142857142858
1.588,-0.002380952380952381,-0.0033333333333333335,0.9066666666666668,-4.245238095238095,-4.819523809523809,-0.5966666666666667
1.616,-0.002380952380952381,-0.002380952380952381,0.9066666666666666,-4.253333333333333,-4.824285714285715,-0.5966666666666667
1.645,-0.0028571428571428576,-0.0033333333333333335,0.9057142857142859,-4.252857142857143,-4.8185714285714285,-0.5895238095238096
1.674,-0.002857142857142857,-0.0038095238095238095,0.9061904761904762,-4.243333333333333,-4.821428571428571,-0.5914285714285714
1.702,-0.002857142857142857,-0.0038095238095238095,0.9061904761904762,-4.235714285714285,-4.833809523809523,-0.5861904761904763
1.731,-0.002857142857142857,-0.004285714285714286,0.9061904761904762,-4.2490476190476185,-4.84,-0.5938095238095238
1.759,-0.0023809523809523807,-0.005238095238095238,0.9061904761904762,-4.25047619047619,-4.844285714285713,-0.5938095238095238
1.787,-0.002380952380952381,-0.004761904761904762,0.9061904761904761,-4.252380952380953,-4.838571428571429,-0.5904761904761905
1.816,-0.002380952380952381,-0.005238095238095239,0.9071428571428571,-4.2595238095238095,-4.825714285714286,-0.589047619047619
1.845,-0.002380952380952381,-0.004761904761904762,0.9071428571428571,-4.254285714285714,-4.830476190476191,-0.5861904761904763
1.873,-0.002380952380952381,-0.004761904761904762,0.9071428571428571,-4.2542857142857144,-4.831428571428571,-0.5871428571428572
1.902,-0.0019047619047619048,-0.005238095238095239,0.9071428571428571,-4.254285714285714,-4.829047619047619,-0.5885714285714285
1.931,-0.0019047619047619048,-0.005238095238095239,0.9076190476190475,-4.253333333333333,-4.823333333333333,-0.5995238095238096
1.961,-0.0019047619047619048,-0.004761904761904762,0.9080952380952381,-4.246666666666666,-4.821428571428571,-0.5976190476190476
1.99,-0.0019047619047619048,-0.005238095238095238,0.9080952380952381,-4.252380952380953,-4.816190476190476,-0.5900000000000001
2.019,-0.0019047619047619048,-0.005714285714285714,0.9085714285714287,-4.250952380952381,-4.82047619047619,-0.5919047619047619
2.048,-0.002857142857142857,-0.005238095238095239,0.909047619047619,-4.248571428571428,-4.8047619047619055,-0.5947619047619048
2.076,-0.002857142857142857,-0.004761904761904762,0.9085714285714287,-4.253333333333333,-4.790476190476191,-0.5980952380952381
2.105,-0.002380952380952381,-0.004761904761904762,0.9090476190476192,-4.251428571428572,-4.792380952380952,-0.5928571428571429
2.134,-0.002380952380952381,-0.005714285714285715,0.9095238095238096,-4.251428571428572,-4.771428571428571,-0.5961904761904763
2.162,-0.0028571428571428576,-0.004761904761904762,0.9099999999999999,-4.250952380952381,-4.784285714285714,-0.5904761904761905
2.191,-0.003333333333333333,-0.004285714285714286,0.9099999999999999,-4.252380952380953,-4.780952380952381,-0.589047619047619
2.22,-0.0028571428571428576,-0.004761904761904762,0.9104761904761905,-4.247619047619048,-4.781428571428571,-0.5995238095238096
2.248,-0.002380952380952381,-0.0047619047619047615,0.910952380952381,-4.253333333333333,-4.776666666666666,-0.6071428571428571
2.277,-0.002857142857142857,-0.004761904761904762,0.910952380952381,-4.253809523809524,-4.78047619047619,-0.6033333333333333
2.308,-0.002857142857142857,-0.004285714285714286,0.910952380952381,-4.2561904761904765,-4.778571428571429,-0.5980952380952381
2.336,-0.0033333333333333335,-0.004761904761904762,0.9114285714285715,-4.257142857142857,-4.7752380952380955,-0.5961904761904762
